Density,Process,Growth Form,Size Class,Treatment Method,Terrain,PPD
68.00,Initial,Creeper,Adult,Basal Stem + diesel,Landscape,4.02840
68.00,Initial,Creeper,Adult,Cut & Spray,Riparian,9.81920
68.00,Initial,Creeper,Adult,Cut & Spray,Landscape,6.54520
68.00,Initial,Creeper,Adult,Cut & Spray + diesel,Riparian,9.81920
68.00,Initial,Creeper,Adult,Cut & Spray + diesel,Landscape,6.54520
68.00,Initial,Creeper,Seedling,Hand pull,Riparian,4.02840
68.00,Initial,Creeper,Seedling,Hand pull,Landscape,4.02840
68.00,Initial,Creeper,Young,Foliar Spray,Riparian,4.02840
68.00,Initial,Creeper,Young,Foliar Spray,Landscape,4.02840
68.00,Initial,Grass,Adult,Cut & Spray,Landscape,6.54520
68.00,Initial,Grass,Adult,Cut & Spray,Riparian,6.54520
68.00,Initial,Grass,Seedling,Hand pull,Riparian,4.02840
68.00,Initial,Grass,Seedling,Hand pull,Landscape,4.02840
68.00,Initial,Grass,Young,Foliar Spray,Riparian,3.22240
68.00,Initial,Grass,Young,Foliar Spray,Landscape,3.22240
68.00,Initial,Herbaceous,Adult,Basal Stem + diesel,Riparian,4.02840
68.00,Initial,Herbaceous,Adult,Basal Stem + diesel,Landscape,4.02840
68.00,Initial,Herbaceous,Adult,Cut & Spray,Riparian,9.81920
68.00,Initial,Herbaceous,Adult,Cut & Spray,Landscape,6.54520
68.00,Initial,Herbaceous,Adult,Cut & Spray + diesel,Riparian,9.81920
68.00,Initial,Herbaceous,Adult,Cut & Spray + diesel,Landscape,6.54520
68.00,Initial,Herbaceous,Seedling,Hand pull,Riparian,4.02840
68.00,Initial,Herbaceous,Seedling,Hand pull,Landscape,4.02840
68.00,Initial,Herbaceous,Young,Cut below ground,Riparian,6.54520
68.00,Initial,Herbaceous,Young,Cut below ground,Landscape,6.54520
68.00,Initial,Herbaceous,Young,Foliar Spray,Riparian,4.02840
68.00,Initial,Herbaceous,Young,Foliar Spray,Landscape,4.02840
68.00,Initial,Non sprouting tree,Adult,Felling,Riparian,16.09760
68.00,Initial,Non sprouting tree,Adult,Felling,Landscape,10.72840
68.00,Initial,Non sprouting tree,Adult,Ring bark,Riparian,8.64040
68.00,Initial,Non sprouting tree,Adult,Ring bark,Landscape,8.64040
68.00,Initial,Non sprouting tree,Seedling,Foliar Spray,Riparian,3.22240
68.00,Initial,Non sprouting tree,Seedling,Foliar Spray,Landscape,3.22240
68.00,Initial,Non sprouting tree,Seedling,Hand pull,Riparian,4.02840
68.00,Initial,Non sprouting tree,Seedling,Hand pull,Landscape,4.02840
68.00,Initial,Non sprouting tree,Young,Lopping / Pruning,Riparian,9.81920
68.00,Initial,Non sprouting tree,Young,Lopping / Pruning,Landscape,6.54520
68.00,Initial,Sprouting tree,Adult,Bark Strip,Riparian,12.51960
68.00,Initial,Sprouting tree,Adult,Bark Strip,Landscape,12.51960
68.00,Initial,Sprouting tree,Adult,Basal Stem + diesel,Riparian,4.02840
68.00,Initial,Sprouting tree,Adult,Basal Stem + diesel,Landscape,4.02840
68.00,Initial,Sprouting tree,Adult,Cut stump,Riparian,23.33400
68.00,Initial,Sprouting tree,Adult,Cut stump,Landscape,15.55840
68.00,Initial,Sprouting tree,Adult,Cut stump + diesel,Riparian,23.33400
68.00,Initial,Sprouting tree,Adult,Cut stump + diesel,Landscape,15.55840
68.00,Initial,Sprouting tree,Adult,Cut stump + oil,Landscape,15.55840
68.00,Initial,Sprouting tree,Adult,Cut stump + oil,Riparian,23.33400
68.00,Initial,Sprouting tree,Adult,Frill,Riparian,12.51960
68.00,Initial,Sprouting tree,Adult,Frill,Landscape,12.51960
68.00,Initial,Sprouting tree,Seedling,Foliar Spray,Riparian,3.22240
68.00,Initial,Sprouting tree,Seedling,Foliar Spray,Landscape,3.22240
68.00,Initial,Sprouting tree,Seedling,Hand pull,Riparian,4.02840
68.00,Initial,Sprouting tree,Seedling,Hand pull,Landscape,4.02840
68.00,Initial,Sprouting tree,Young,Bark Strip,Riparian,10.72840
68.00,Initial,Sprouting tree,Young,Bark Strip,Landscape,10.72840
68.00,Initial,Sprouting tree,Young,Basal Stem + diesel,Riparian,4.02840
68.00,Initial,Sprouting tree,Young,Basal Stem + diesel,Landscape,4.02840
68.00,Initial,Sprouting tree,Young,Lopping / Pruning,Riparian,14.20040
68.00,Initial,Sprouting tree,Young,Lopping / Pruning,Landscape,9.46640
69.00,Follow-up,All,All,Soil application,Riparian,6.72160
69.00,Follow-up,All,All,Soil application,Landscape,6.72160
69.00,Follow-up,Aquatic weed,All,Manual Removal,Riparian,8.68800
69.00,Follow-up,Aquatic weed,All,Manual Removal,Landscape,8.68800
69.00,Follow-up,Aquatic weed,All,Spray from boat,Riparian,1.52800
69.00,Follow-up,Aquatic weed,All,Spray from boat,Landscape,1.52800
69.00,Follow-up,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Riparian,2.39200
69.00,Follow-up,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Landscape,2.39200
69.00,Follow-up,Aquatic weed,All,Spray from shoreline (knapsack),Riparian,4.78400
69.00,Follow-up,Aquatic weed,All,Spray from shoreline (knapsack),Landscape,4.78400
69.00,Follow-up,Cactus,Adult,Cut & Spray,Riparian,10.08360
69.00,Follow-up,Cactus,Adult,Cut & Spray,Landscape,6.72160
69.00,Follow-up,Cactus,Adult,Stem inject,Riparian,6.72160
69.00,Follow-up,Cactus,Adult,Stem inject,Landscape,6.72160
69.00,Follow-up,Cactus,Seedling,Dig out and burn,Riparian,6.72160
69.00,Follow-up,Cactus,Seedling,Dig out and burn,Landscape,6.72160
69.00,Follow-up,Cactus,Seedling,Hand pull,Riparian,4.13720
69.00,Follow-up,Cactus,Seedling,Hand pull,Landscape,4.13720
69.00,Follow-up,Cactus,Young,Foliar Spray,Riparian,4.13720
69.00,Follow-up,Cactus,Young,Foliar Spray,Landscape,4.13720
69.00,Follow-up,Cactus,Young,Stem inject,Riparian,4.13720
69.00,Follow-up,Cactus,Young,Stem inject,Landscape,4.13720
69.00,Follow-up,Creeper,Adult,Basal Stem + diesel,Riparian,4.13720
69.00,Follow-up,Creeper,Adult,Basal Stem + diesel,Landscape,4.13720
69.00,Follow-up,Creeper,Adult,Cut & Spray,Riparian,10.08360
69.00,Follow-up,Creeper,Adult,Cut & Spray,Landscape,6.72160
69.00,Follow-up,Creeper,Adult,Cut & Spray + diesel,Riparian,10.08360
69.00,Follow-up,Creeper,Adult,Cut & Spray + diesel,Landscape,6.72160
69.00,Follow-up,Creeper,Seedling,Hand pull,Riparian,4.13720
69.00,Follow-up,Creeper,Seedling,Hand pull,Landscape,4.13720
69.00,Follow-up,Creeper,Young,Foliar Spray,Riparian,4.13720
69.00,Follow-up,Creeper,Young,Foliar Spray,Landscape,4.13720
69.00,Follow-up,Grass,Adult,Cut & Spray,Landscape,6.72160
69.00,Follow-up,Grass,Adult,Cut & Spray,Riparian,6.72160
69.00,Follow-up,Grass,Seedling,Hand pull,Riparian,4.13720
69.00,Follow-up,Grass,Seedling,Hand pull,Landscape,4.13720
69.00,Follow-up,Grass,Young,Foliar Spray,Riparian,3.30920
69.00,Follow-up,Grass,Young,Foliar Spray,Landscape,3.30920
69.00,Follow-up,Herbaceous,Adult,Basal Stem + diesel,Riparian,4.13720
69.00,Follow-up,Herbaceous,Adult,Basal Stem + diesel,Landscape,4.13720
69.00,Follow-up,Herbaceous,Adult,Cut & Spray,Riparian,10.08360
69.00,Follow-up,Herbaceous,Adult,Cut & Spray,Landscape,6.72160
69.00,Follow-up,Herbaceous,Adult,Cut & Spray + diesel,Riparian,10.08360
69.00,Follow-up,Herbaceous,Adult,Cut & Spray + diesel,Landscape,6.72160
69.00,Follow-up,Herbaceous,Seedling,Hand pull,Riparian,4.13720
69.00,Follow-up,Herbaceous,Seedling,Hand pull,Landscape,4.13720
69.00,Follow-up,Herbaceous,Young,Cut below ground,Riparian,6.72160
69.00,Follow-up,Herbaceous,Young,Cut below ground,Landscape,6.72160
69.00,Follow-up,Herbaceous,Young,Foliar Spray,Riparian,4.13720
69.00,Follow-up,Herbaceous,Young,Foliar Spray,Landscape,4.13720
69.00,Follow-up,Non sprouting tree,Adult,Felling,Riparian,16.53080
69.00,Follow-up,Non sprouting tree,Adult,Felling,Landscape,11.01720
69.00,Follow-up,Non sprouting tree,Adult,Ring bark,Riparian,8.87320
69.00,Follow-up,Non sprouting tree,Adult,Ring bark,Landscape,8.87320
69.00,Follow-up,Non sprouting tree,Seedling,Foliar Spray,Riparian,3.30920
69.00,Follow-up,Non sprouting tree,Seedling,Foliar Spray,Landscape,3.30920
69.00,Follow-up,Non sprouting tree,Seedling,Hand pull,Riparian,4.13720
69.00,Follow-up,Non sprouting tree,Seedling,Hand pull,Landscape,4.13720
69.00,Follow-up,Non sprouting tree,Young,Lopping / Pruning,Riparian,10.08360
69.00,Follow-up,Non sprouting tree,Young,Lopping / Pruning,Landscape,6.72160
69.00,Follow-up,Sprouting tree,Adult,Bark Strip,Riparian,12.85680
69.00,Follow-up,Sprouting tree,Adult,Bark Strip,Landscape,12.85680
69.00,Follow-up,Sprouting tree,Adult,Basal Stem + diesel,Riparian,4.13720
69.00,Follow-up,Sprouting tree,Adult,Basal Stem + diesel,Landscape,4.13720
69.00,Follow-up,Sprouting tree,Adult,Cut stump,Riparian,23.96200
69.00,Follow-up,Sprouting tree,Adult,Cut stump,Landscape,15.97720
69.00,Follow-up,Sprouting tree,Adult,Cut stump + diesel,Riparian,23.96200
69.00,Follow-up,Sprouting tree,Adult,Cut stump + diesel,Landscape,15.97720
69.00,Follow-up,Sprouting tree,Adult,Cut stump + oil,Riparian,23.96200
69.00,Follow-up,Sprouting tree,Adult,Cut stump + oil,Landscape,15.97720
69.00,Follow-up,Sprouting tree,Adult,Frill,Riparian,12.85680
69.00,Follow-up,Sprouting tree,Adult,Frill,Landscape,12.85680
69.00,Follow-up,Sprouting tree,Seedling,Foliar Spray,Riparian,3.30920
69.00,Follow-up,Sprouting tree,Seedling,Foliar Spray,Landscape,3.30920
69.00,Follow-up,Sprouting tree,Seedling,Hand pull,Riparian,4.13720
69.00,Follow-up,Sprouting tree,Seedling,Hand pull,Landscape,4.13720
69.00,Follow-up,Sprouting tree,Young,Bark Strip,Riparian,11.01720
69.00,Follow-up,Sprouting tree,Young,Bark Strip,Landscape,11.01720
69.00,Follow-up,Sprouting tree,Young,Basal Stem + diesel,Riparian,4.13720
69.00,Follow-up,Sprouting tree,Young,Basal Stem + diesel,Landscape,4.13720
69.00,Follow-up,Sprouting tree,Young,Lopping / Pruning,Riparian,14.58320
69.00,Follow-up,Sprouting tree,Young,Lopping / Pruning,Landscape,9.72120
69.00,Initial,All,All,Soil application,Riparian,6.72160
69.00,Initial,All,All,Soil application,Landscape,6.72160
69.00,Initial,Aquatic weed,All,Manual Removal,Riparian,8.68800
69.00,Initial,Aquatic weed,All,Manual Removal,Landscape,8.68800
69.00,Initial,Aquatic weed,All,Spray from boat,Riparian,1.52800
69.00,Initial,Aquatic weed,All,Spray from boat,Landscape,1.52800
69.00,Initial,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Riparian,2.39200
69.00,Initial,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Landscape,2.39200
69.00,Initial,Aquatic weed,All,Spray from shoreline (knapsack),Riparian,4.78400
69.00,Initial,Aquatic weed,All,Spray from shoreline (knapsack),Landscape,4.78400
69.00,Initial,Cactus,Adult,Cut & Spray,Riparian,10.08360
69.00,Initial,Cactus,Adult,Cut & Spray,Landscape,6.72160
69.00,Initial,Cactus,Adult,Stem inject,Riparian,6.72160
69.00,Initial,Cactus,Adult,Stem inject,Landscape,6.72160
69.00,Initial,Cactus,Seedling,Dig out and burn,Riparian,6.72160
69.00,Initial,Cactus,Seedling,Dig out and burn,Landscape,6.72160
69.00,Initial,Cactus,Seedling,Hand pull,Riparian,4.13720
69.00,Initial,Cactus,Seedling,Hand pull,Landscape,4.13720
69.00,Initial,Cactus,Young,Foliar Spray,Riparian,4.13720
69.00,Initial,Cactus,Young,Foliar Spray,Landscape,4.13720
69.00,Initial,Cactus,Young,Stem inject,Riparian,4.13720
69.00,Initial,Cactus,Young,Stem inject,Landscape,4.13720
69.00,Initial,Creeper,Adult,Basal Stem + diesel,Riparian,4.13720
69.00,Initial,Creeper,Adult,Basal Stem + diesel,Landscape,4.13720
69.00,Initial,Creeper,Adult,Cut & Spray,Riparian,10.08360
69.00,Initial,Creeper,Adult,Cut & Spray,Landscape,6.72160
69.00,Initial,Creeper,Adult,Cut & Spray + diesel,Riparian,10.08360
69.00,Initial,Creeper,Adult,Cut & Spray + diesel,Landscape,6.72160
69.00,Initial,Creeper,Seedling,Hand pull,Riparian,4.13720
69.00,Initial,Creeper,Seedling,Hand pull,Landscape,4.13720
69.00,Initial,Creeper,Young,Foliar Spray,Riparian,4.13720
69.00,Initial,Creeper,Young,Foliar Spray,Landscape,4.13720
69.00,Initial,Grass,Adult,Cut & Spray,Landscape,6.72160
69.00,Initial,Grass,Adult,Cut & Spray,Riparian,6.72160
69.00,Initial,Grass,Seedling,Hand pull,Riparian,4.13720
69.00,Initial,Grass,Seedling,Hand pull,Landscape,4.13720
69.00,Initial,Grass,Young,Foliar Spray,Riparian,3.30920
69.00,Initial,Grass,Young,Foliar Spray,Landscape,3.30920
69.00,Initial,Herbaceous,Adult,Basal Stem + diesel,Riparian,4.13720
69.00,Initial,Herbaceous,Adult,Basal Stem + diesel,Landscape,4.13720
69.00,Initial,Herbaceous,Adult,Cut & Spray,Riparian,10.08360
69.00,Initial,Herbaceous,Adult,Cut & Spray,Landscape,6.72160
69.00,Initial,Herbaceous,Adult,Cut & Spray + diesel,Riparian,10.08360
69.00,Initial,Herbaceous,Adult,Cut & Spray + diesel,Landscape,6.72160
69.00,Initial,Herbaceous,Seedling,Hand pull,Riparian,4.13720
69.00,Initial,Herbaceous,Seedling,Hand pull,Landscape,4.13720
69.00,Initial,Herbaceous,Young,Cut below ground,Riparian,6.72160
69.00,Initial,Herbaceous,Young,Cut below ground,Landscape,6.72160
69.00,Initial,Herbaceous,Young,Foliar Spray,Riparian,4.13720
69.00,Initial,Herbaceous,Young,Foliar Spray,Landscape,4.13720
69.00,Initial,Non sprouting tree,Adult,Felling,Riparian,16.53080
69.00,Initial,Non sprouting tree,Adult,Felling,Landscape,11.01720
69.00,Initial,Non sprouting tree,Adult,Ring bark,Riparian,8.87320
69.00,Initial,Non sprouting tree,Adult,Ring bark,Landscape,8.87320
69.00,Initial,Non sprouting tree,Seedling,Foliar Spray,Riparian,3.30920
69.00,Initial,Non sprouting tree,Seedling,Foliar Spray,Landscape,3.30920
69.00,Initial,Non sprouting tree,Seedling,Hand pull,Riparian,4.13720
69.00,Initial,Non sprouting tree,Seedling,Hand pull,Landscape,4.13720
69.00,Initial,Non sprouting tree,Young,Lopping / Pruning,Riparian,10.08360
69.00,Initial,Non sprouting tree,Young,Lopping / Pruning,Landscape,6.72160
69.00,Initial,Sprouting tree,Adult,Bark Strip,Riparian,12.85680
69.00,Initial,Sprouting tree,Adult,Bark Strip,Landscape,12.85680
69.00,Initial,Sprouting tree,Adult,Basal Stem + diesel,Riparian,4.13720
69.00,Initial,Sprouting tree,Adult,Basal Stem + diesel,Landscape,4.13720
69.00,Initial,Sprouting tree,Adult,Cut stump,Riparian,23.96200
69.00,Initial,Sprouting tree,Adult,Cut stump,Landscape,15.97720
69.00,Initial,Sprouting tree,Adult,Cut stump + diesel,Riparian,23.96200
69.00,Initial,Sprouting tree,Adult,Cut stump + diesel,Landscape,15.97720
69.00,Initial,Sprouting tree,Adult,Cut stump + oil,Riparian,23.96200
69.00,Initial,Sprouting tree,Adult,Cut stump + oil,Landscape,15.97720
69.00,Initial,Sprouting tree,Adult,Frill,Riparian,12.85680
69.00,Initial,Sprouting tree,Adult,Frill,Landscape,12.85680
69.00,Initial,Sprouting tree,Seedling,Foliar Spray,Riparian,3.30920
69.00,Initial,Sprouting tree,Seedling,Foliar Spray,Landscape,3.30920
69.00,Initial,Sprouting tree,Seedling,Hand pull,Riparian,4.13720
69.00,Initial,Sprouting tree,Seedling,Hand pull,Landscape,4.13720
69.00,Initial,Sprouting tree,Young,Bark Strip,Riparian,11.01720
69.00,Initial,Sprouting tree,Young,Bark Strip,Landscape,11.01720
69.00,Initial,Sprouting tree,Young,Basal Stem + diesel,Riparian,4.13720
69.00,Initial,Sprouting tree,Young,Basal Stem + diesel,Landscape,4.13720
69.00,Initial,Sprouting tree,Young,Lopping / Pruning,Riparian,14.58320
69.00,Initial,Sprouting tree,Young,Lopping / Pruning,Landscape,9.72120
70.00,Follow-up,All,All,Soil application,Riparian,6.89800
70.00,Follow-up,All,All,Soil application,Landscape,6.89800
70.00,Follow-up,Aquatic weed,All,Manual Removal,Riparian,8.74000
70.00,Follow-up,Aquatic weed,All,Manual Removal,Landscape,8.74000
70.00,Follow-up,Aquatic weed,All,Spray from boat,Riparian,1.54000
70.00,Follow-up,Aquatic weed,All,Spray from boat,Landscape,1.54000
70.00,Follow-up,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Riparian,2.41000
70.00,Follow-up,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Landscape,2.41000
70.00,Follow-up,Aquatic weed,All,Spray from shoreline (knapsack),Riparian,4.82000
70.00,Follow-up,Aquatic weed,All,Spray from shoreline (knapsack),Landscape,4.82000
70.00,Follow-up,Cactus,Adult,Cut & Spray,Riparian,10.34800
70.00,Follow-up,Cactus,Adult,Cut & Spray,Landscape,6.89800
70.00,Follow-up,Cactus,Adult,Stem inject,Riparian,6.89800
70.00,Follow-up,Cactus,Adult,Stem inject,Landscape,6.89800
70.00,Follow-up,Cactus,Seedling,Dig out and burn,Riparian,6.89800
70.00,Follow-up,Cactus,Seedling,Dig out and burn,Landscape,6.89800
70.00,Follow-up,Cactus,Seedling,Hand pull,Riparian,4.24600
70.00,Follow-up,Cactus,Seedling,Hand pull,Landscape,4.24600
70.00,Follow-up,Cactus,Young,Foliar Spray,Riparian,4.24600
70.00,Follow-up,Cactus,Young,Foliar Spray,Landscape,4.24600
70.00,Follow-up,Cactus,Young,Stem inject,Riparian,4.24600
70.00,Follow-up,Cactus,Young,Stem inject,Landscape,4.24600
70.00,Follow-up,Creeper,Adult,Basal Stem + diesel,Riparian,4.24600
70.00,Follow-up,Creeper,Adult,Basal Stem + diesel,Landscape,4.24600
70.00,Follow-up,Creeper,Adult,Cut & Spray,Riparian,10.34800
70.00,Follow-up,Creeper,Adult,Cut & Spray,Landscape,6.89800
70.00,Follow-up,Creeper,Adult,Cut & Spray + diesel,Riparian,10.34800
70.00,Follow-up,Creeper,Adult,Cut & Spray + diesel,Landscape,6.89800
70.00,Follow-up,Creeper,Seedling,Hand pull,Riparian,4.24600
70.00,Follow-up,Creeper,Seedling,Hand pull,Landscape,4.24600
70.00,Follow-up,Creeper,Young,Foliar Spray,Riparian,4.24600
70.00,Follow-up,Creeper,Young,Foliar Spray,Landscape,4.24600
70.00,Follow-up,Grass,Adult,Cut & Spray,Landscape,6.89800
70.00,Follow-up,Grass,Adult,Cut & Spray,Riparian,6.89800
70.00,Follow-up,Grass,Seedling,Hand pull,Riparian,4.24600
70.00,Follow-up,Grass,Seedling,Hand pull,Landscape,4.24600
70.00,Follow-up,Grass,Young,Foliar Spray,Riparian,3.39600
70.00,Follow-up,Grass,Young,Foliar Spray,Landscape,3.39600
70.00,Follow-up,Herbaceous,Adult,Basal Stem + diesel,Riparian,4.24600
70.00,Follow-up,Herbaceous,Adult,Basal Stem + diesel,Landscape,4.24600
70.00,Follow-up,Herbaceous,Adult,Cut & Spray,Riparian,10.34800
70.00,Follow-up,Herbaceous,Adult,Cut & Spray,Landscape,6.89800
70.00,Follow-up,Herbaceous,Adult,Cut & Spray + diesel,Riparian,10.34800
70.00,Follow-up,Herbaceous,Adult,Cut & Spray + diesel,Landscape,6.89800
70.00,Follow-up,Herbaceous,Seedling,Hand pull,Riparian,4.24600
70.00,Follow-up,Herbaceous,Seedling,Hand pull,Landscape,4.24600
70.00,Follow-up,Herbaceous,Young,Cut below ground,Riparian,6.89800
70.00,Follow-up,Herbaceous,Young,Cut below ground,Landscape,6.89800
70.00,Follow-up,Herbaceous,Young,Foliar Spray,Riparian,4.24600
70.00,Follow-up,Herbaceous,Young,Foliar Spray,Landscape,4.24600
70.00,Follow-up,Non sprouting tree,Adult,Felling,Riparian,16.96400
70.00,Follow-up,Non sprouting tree,Adult,Felling,Landscape,11.30600
70.00,Follow-up,Non sprouting tree,Adult,Ring bark,Landscape,9.10600
70.00,Follow-up,Non sprouting tree,Adult,Ring bark,Riparian,9.10600
70.00,Follow-up,Non sprouting tree,Seedling,Foliar Spray,Riparian,3.39600
70.00,Follow-up,Non sprouting tree,Seedling,Foliar Spray,Landscape,3.39600
70.00,Follow-up,Non sprouting tree,Seedling,Hand pull,Riparian,4.24600
70.00,Follow-up,Non sprouting tree,Seedling,Hand pull,Landscape,4.24600
70.00,Follow-up,Non sprouting tree,Young,Lopping / Pruning,Riparian,10.34800
70.00,Follow-up,Non sprouting tree,Young,Lopping / Pruning,Landscape,6.89800
70.00,Follow-up,Sprouting tree,Adult,Bark Strip,Riparian,13.19400
70.00,Follow-up,Sprouting tree,Adult,Bark Strip,Landscape,13.19400
70.00,Follow-up,Sprouting tree,Adult,Basal Stem + diesel,Riparian,4.24600
70.00,Follow-up,Sprouting tree,Adult,Basal Stem + diesel,Landscape,4.24600
70.00,Follow-up,Sprouting tree,Adult,Cut stump,Riparian,24.59000
70.00,Follow-up,Sprouting tree,Adult,Cut stump,Landscape,16.39600
70.00,Follow-up,Sprouting tree,Adult,Cut stump + diesel,Riparian,24.59000
70.00,Follow-up,Sprouting tree,Adult,Cut stump + diesel,Landscape,16.39600
70.00,Follow-up,Sprouting tree,Adult,Cut stump + oil,Riparian,24.59000
70.00,Follow-up,Sprouting tree,Adult,Cut stump + oil,Landscape,16.39600
70.00,Follow-up,Sprouting tree,Adult,Frill,Riparian,13.19400
70.00,Follow-up,Sprouting tree,Adult,Frill,Landscape,13.19400
70.00,Follow-up,Sprouting tree,Seedling,Foliar Spray,Riparian,3.39600
70.00,Follow-up,Sprouting tree,Seedling,Foliar Spray,Landscape,3.39600
70.00,Follow-up,Sprouting tree,Seedling,Hand pull,Riparian,4.24600
70.00,Follow-up,Sprouting tree,Seedling,Hand pull,Landscape,4.24600
70.00,Follow-up,Sprouting tree,Young,Bark Strip,Riparian,11.30600
70.00,Follow-up,Sprouting tree,Young,Bark Strip,Landscape,11.30600
70.00,Follow-up,Sprouting tree,Young,Basal Stem + diesel,Riparian,4.24600
70.00,Follow-up,Sprouting tree,Young,Basal Stem + diesel,Landscape,4.24600
70.00,Follow-up,Sprouting tree,Young,Lopping / Pruning,Riparian,14.96600
70.00,Follow-up,Sprouting tree,Young,Lopping / Pruning,Landscape,9.97600
70.00,Initial,All,All,Soil application,Riparian,6.89800
70.00,Initial,All,All,Soil application,Landscape,6.89800
70.00,Initial,Aquatic weed,All,Manual Removal,Riparian,8.74000
70.00,Initial,Aquatic weed,All,Manual Removal,Landscape,8.74000
70.00,Initial,Aquatic weed,All,Spray from boat,Riparian,1.54000
70.00,Initial,Aquatic weed,All,Spray from boat,Landscape,1.54000
70.00,Initial,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Riparian,2.41000
70.00,Initial,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Landscape,2.41000
